EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Income_Level,Satisfaction_Index,Career_Progress,Stability_Factor,Work_Life_Balance_Impact,Distance_Strain,Promotion_Expectation,Experience_vs_Tenure,Loyalty_Index,Cluster,Cluster_Label,Dim1,Dim2
311,56,0.0,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,4,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9,Tinggi (10000-15000),> 5 Tahun,50+,21-30 km,1,3350.5,2.5,0.25,3.8,0,7.419354838709677,0.11764705882352941,0.4117647058823529,7.6,0,Risiko Sedang,0.47965833648411443,-3.685046884826712
312,28,0.0,Travel_Rarely,1217,Research & Development,1,3,Medical,1,3,Female,67,3,1,Research Scientist,1,Married,3591,12719,1,Y,No,25,4,3,80,1,3,3,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,3591.0,2.5,0.5,1.5,3,0.3225806451612903,0.25,0.0,1.5,0,Risiko Sedang,-0.5864907546362711,0.3949493043669855
313,34,0.0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7,Rendah (< 5000),> 5 Tahun,30-39,11-20 km,0,2929.0,2.75,0.1111111111111111,5.0,3,6.129032258064516,0.09090909090909091,0.0,20.0,0,Risiko Sedang,-0.05771245492409309,-0.5188113932738272
314,37,0.0,Travel_Rarely,589,Sales,9,2,Marketing,1,2,Male,46,2,2,Sales Executive,2,Married,4189,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,2094.5,2.0,2.0,2.5,3,2.903225806451613,0.3333333333333333,0.0,5.0,0,Risiko Sedang,-0.5679279756648175,0.4226514004550457
315,29,0.0,Travel_Rarely,153,Research & Development,15,2,Life Sciences,1,4,Female,49,2,2,Laboratory Technician,3,Single,4193,12682,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,1,2096.5,3.5,2.0,9.0,0,4.838709677419355,0.18181818181818182,0.09090909090909091,27.0,0,Risiko Sedang,0.26093893864328965,0.37231722495321223
316,38,0.0,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,Y,No,17,3,3,80,1,19,2,3,10,8,0,1,Tinggi (10000-15000),Baru Dipromosikan,30-39,21-30 km,0,4020.3333333333335,2.25,3.0,2.5,3,8.064516129032258,0.15,0.45,5.0,0,Risiko Sedang,-0.43766181820899264,0.09233852169138321
317,42,0.0,Travel_Rarely,1332,Research & Development,2,4,Other,1,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,0,3390.5,2.5,2.0,0.25,3,0.6451612903225806,0.13333333333333333,0.8666666666666667,1.0,0,Risiko Sedang,-0.5871321676402085,0.38134400450140654
318,39,0.0,Travel_Rarely,867,Research & Development,9,2,Medical,1,1,Male,87,3,2,Manufacturing Director,1,Married,5151,12315,1,Y,No,25,4,4,80,1,10,3,3,10,0,7,9,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,0,2575.5,2.25,0.25,5.0,3,2.903225806451613,0.18181818181818182,0.0,5.0,0,Risiko Sedang,-0.3973805922646741,-0.29172427127331574
319,36,0.0,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,2669.3333333333335,2.25,3.0,0.6,3,1.6129032258064515,0.3,0.6,0.6,0,Risiko Sedang,-0.5935778472708276,0.42924309204819244
320,54,0.0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8,Tinggi (10000-15000),Baru Dipromosikan,50+,11-20 km,0,3579.6666666666665,3.0,3.0,1.1111111111111112,3,5.483870967741935,0.13043478260869565,0.5217391304347826,3.3333333333333335,0,Risiko Sedang,-0.46263078170973415,0.10542088766988243
321,29,0.0,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,2703.0,3.0,1.0,5.0,3,0.6451612903225806,0.14285714285714285,0.14285714285714285,10.0,0,Risiko Sedang,-0.48897636155129864,0.35722394385393286
322,26,0.0,Travel_Frequently,1283,Sales,1,3,Medical,1,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,2147.0,2.25,2.0,3.5,3,0.3225806451612903,0.25,0.0,3.5,0,Risiko Sedang,-0.553330559233693,0.37996433871381996
323,37,0.0,Non-Travel,1252,Sales,19,2,Medical,1,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,1,2547.3333333333335,2.5,3.0,5.0,0,6.129032258064516,0.2727272727272727,0.0,10.0,0,Risiko Sedang,-0.36998066276623914,0.2366906351922265
324,26,0.0,Travel_Rarely,1167,Sales,5,3,Other,1,4,Female,30,2,1,Sales Representative,3,Single,2966,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,2966.0,3.5,1.0,4.0,3,1.6129032258064515,0.16666666666666666,0.16666666666666666,12.0,0,Risiko Sedang,-0.49198066187859646,0.38078680880376886
325,31,0.0,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,0,2957.5,3.5,1.0,1.75,2,3.333333333333333,0.18181818181818182,0.2727272727272727,7.0,0,Risiko Sedang,-0.5116865390820415,0.2670175618921286
326,41,0.0,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,2,Male,85,4,2,Healthcare Representative,2,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,0,3435.0,1.5,1.0,0.75,1,4.545454545454545,0.16666666666666666,0.6666666666666666,1.5,0,Risiko Sedang,-0.5868379112862719,0.3219274921049402
327,45,1.0,Travel_Frequently,306,Sales,26,4,Life Sciences,1,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,0,2143.0,2.25,2.0,0.3333333333333333,3,8.387096774193548,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,Risiko Sedang,-0.6136937555963076,0.5029474582298689
328,43,0.0,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0,Sangat Tinggi (>15000),1-2 Tahun,40-49,11-20 km,0,4289.75,2.25,2.0,0.5714285714285714,3,4.516129032258064,0.17391304347826086,0.782608695652174,0.5714285714285714,0,Risiko Sedang,-0.5306808804114365,0.05604211097745477
329,29,0.0,Travel_Rarely,986,Research & Development,3,4,Medical,1,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,Tinggi (10000-15000),Baru Dipromosikan,< 30,0-5 km,0,3978.3333333333335,2.75,3.0,5.0,3,0.9677419354838709,0.2727272727272727,0.0,15.0,0,Risiko Sedang,-0.23225250388526644,0.1973843636260106
330,30,0.0,Travel_Rarely,231,Sales,8,2,Other,1,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,0,2421.3333333333335,2.75,0.375,1.3333333333333333,4,1.9512195121951221,0.2727272727272727,0.18181818181818182,4.0,0,Risiko Sedang,-0.4975935369059611,-0.0640609960343973
331,40,0.0,Travel_Frequently,530,Research & Development,1,4,Life Sciences,1,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,Y,No,22,4,4,80,1,22,3,2,22,3,11,11,Tinggi (10000-15000),> 5 Tahun,40-49,0-5 km,0,3375.75,2.75,0.3333333333333333,11.0,2,0.47619047619047616,0.17391304347826086,0.0,22.0,0,Risiko Sedang,1.710729373011623,-3.1528236450567544
332,30,0.0,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,0,3222.3333333333335,2.25,3.0,0.7,3,3.225806451612903,0.3,0.2,2.1,0,Risiko Sedang,-0.5654799547922895,0.35926221224373117
333,34,0.0,Travel_Rarely,628,Research & Development,8,3,Medical,1,2,Male,82,4,2,Laboratory Technician,3,Married,4404,10228,2,Y,No,12,3,1,80,0,6,3,4,4,3,1,2,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,2202.0,2.5,1.0,1.3333333333333333,4,1.9512195121951221,0.2857142857142857,0.2857142857142857,4.0,0,Risiko Sedang,-0.5750814086686861,0.38328592625263047
334,56,0.0,Travel_Frequently,906,Sales,6,3,Life Sciences,1,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7,Tinggi (10000-15000),> 5 Tahun,50+,6-10 km,0,3303.0,2.5,0.5,0.7,2,2.857142857142857,0.10810810810810811,0.7837837837837838,0.7,0,Risiko Sedang,-0.3937593954245452,-0.7631048172955223
335,25,0.0,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1,Male,93,4,2,Sales Executive,3,Married,6232,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2,Sedang (5000-10000),1-2 Tahun,< 30,11-20 km,0,3116.0,2.0,1.0,1.0,2,8.571428571428571,0.2857142857142857,0.42857142857142855,3.0,0,Risiko Sedang,-0.5910882383499123,0.40652079747532066
336,42,0.0,Non-Travel,179,Human Resources,2,5,Medical,1,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,0,3136.0,2.5,2.0,0.5,4,0.48780487804878053,0.18181818181818182,0.5454545454545454,0.5,0,Risiko Sedang,-0.5824172540594662,0.369494996719762
337,32,0.0,Travel_Frequently,967,Sales,8,3,Marketing,1,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,0,2999.3333333333335,3.25,0.75,4.5,3,2.5806451612903225,0.3,0.0,18.0,0,Risiko Sedang,-0.19744287014396275,-0.027050229708295657
338,32,0.0,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7,Sedang (5000-10000),3-5 Tahun,30-39,21-30 km,0,2654.5,3.0,0.4,5.0,3,7.741935483870967,0.18181818181818182,0.0,20.0,0,Risiko Sedang,-0.11181966657929131,-0.16156475806662268
339,55,0.0,Travel_Rarely,147,Research & Development,20,2,Technical Degree,1,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Y,Yes,19,3,4,80,1,12,4,3,10,7,0,8,Sedang (5000-10000),Baru Dipromosikan,50+,11-20 km,1,2707.5,3.25,2.0,2.5,0,6.451612903225806,0.15384615384615385,0.15384615384615385,10.0,0,Risiko Sedang,-0.40676191760077546,0.19492172874386487
340,39,0.0,Travel_Rarely,1387,Research & Development,10,5,Medical,1,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,0,2688.5,2.5,0.25,2.3333333333333335,3,3.225806451612903,0.18181818181818182,0.2727272727272727,2.3333333333333335,0,Risiko Sedang,-0.5060308210160518,-0.07808212705323066
341,44,0.0,Travel_Frequently,1193,Research & Development,2,1,Medical,1,2,Male,86,3,3,Manufacturing Director,3,Single,10209,19719,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2,Tinggi (10000-15000),1-2 Tahun,40-49,0-5 km,1,3403.0,2.25,1.0,0.3333333333333333,0,0.9523809523809523,0.17647058823529413,0.8235294117647058,1.0,0,Risiko Sedang,-0.5691416298243819,0.21434454380100604
342,41,0.0,Non-Travel,552,Human Resources,4,3,Human Resources,1,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,0,3215.0,2.5,1.0,0.42857142857142855,3,1.2903225806451613,0.18181818181818182,0.6363636363636364,0.8571428571428571,0,Risiko Sedang,-0.5818118815760558,0.3364408423555514
343,27,0.0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,4621.0,2.75,0.5,1.5,3,2.5806451612903225,0.25,0.0,4.5,0,Risiko Sedang,-0.5716223932825818,0.3630965864946015
344,38,0.0,Travel_Frequently,1186,Research & Development,3,4,Other,1,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,2821.0,2.5,0.3333333333333333,0.5,3,0.9677419354838709,0.1111111111111111,0.6666666666666666,1.5,0,Risiko Sedang,-0.5851507375314662,0.3550157234441793
345,37,0.0,Travel_Frequently,1231,Sales,21,2,Medical,1,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,0,2973.0,3.0,1.0,0.8333333333333334,3,6.774193548387097,0.09090909090909091,0.45454545454545453,3.3333333333333335,0,Risiko Sedang,-0.5699699907489771,0.360110192675479
346,36,0.0,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,2,Male,94,2,2,Human Resources,4,Single,3886,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,1943.0,3.0,2.0,5.0,2,0.9523809523809523,0.18181818181818182,0.0,20.0,0,Risiko Sedang,-0.1961222297388757,0.3330857746912861
347,26,0.0,Travel_Frequently,496,Research & Development,11,2,Medical,1,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3,Rendah (< 5000),3-5 Tahun,< 30,11-20 km,1,2370.5,2.0,0.5,2.5,0,3.5483870967741935,0.3333333333333333,0.0,2.5,0,Risiko Sedang,-0.5725584766185531,0.3093150509444404
348,37,0.0,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,0,2884.0,2.25,2.0,1.0,2,9.047619047619047,0.2,0.5,3.0,0,Risiko Sedang,-0.5807406789869585,0.398952466327656
349,45,0.0,Travel_Rarely,252,Research & Development,1,3,Other,1,3,Male,70,4,5,Manager,4,Married,19202,15970,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,0,3840.4,3.25,2.5,24.0,3,0.3225806451612903,0.19230769230769232,0.038461538461538464,96.0,1,Risiko Tinggi,22.967597971756344,5.47704904597125
350,26,0.0,Travel_Rarely,1443,Sales,23,3,Marketing,1,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,1,2078.5,3.0,2.0,0.25,0,10.952380952380953,0.3333333333333333,0.5,1.0,0,Risiko Sedang,-0.6137181488461784,0.5380949462079002
351,41,0.0,Travel_Rarely,802,Sales,9,1,Life Sciences,1,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,1,2729.6666666666665,3.0,3.0,2.25,0,2.903225806451613,0.23076923076923078,0.23076923076923078,6.75,0,Risiko Sedang,-0.4740845820051691,0.2708399154102618
352,19,0.0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,2552.0,2.5,1.0,0.5,3,2.903225806451613,0.5,0.0,0.5,0,Risiko Sedang,-0.616185119642428,0.5738898332807907
353,40,0.0,Travel_Rarely,630,Sales,4,4,Marketing,1,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11,Tinggi (10000-15000),1-2 Tahun,40-49,0-5 km,0,3618.3333333333335,2.5,1.0,1.5,2,1.9047619047619047,0.1875,0.1875,6.0,0,Risiko Sedang,-0.4229486663957788,-0.06184848457048753
354,26,0.0,Travel_Frequently,1096,Research & Development,6,3,Other,1,3,Male,61,4,1,Laboratory Technician,4,Married,2544,7102,0,Y,No,18,3,1,80,1,8,3,3,7,7,7,7,Rendah (< 5000),> 5 Tahun,< 30,6-10 km,0,2544.0,2.75,0.125,7.0,3,1.9354838709677418,0.1111111111111111,0.1111111111111111,28.0,0,Risiko Sedang,0.149620368494244,-0.23839002364235326
355,43,0.0,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,0,2628.5,3.0,2.0,4.5,4,2.439024390243903,0.2,0.0,13.5,0,Risiko Sedang,-0.36016507772275386,0.2731687655308845
356,35,0.0,Non-Travel,727,Research & Development,3,3,Life Sciences,1,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,1281.0,3.0,1.0,0.5,3,0.9677419354838709,0.5,0.0,1.5,0,Risiko Sedang,-0.6110050748124947,0.5664860471732277
357,52,0.0,Travel_Rarely,621,Sales,3,4,Marketing,1,3,Male,31,2,4,Manager,1,Married,16856,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,0,4214.0,2.25,2.0,17.0,4,0.7317073170731708,0.11428571428571428,0.0,17.0,0,Risiko Sedang,3.0749743442919715,-2.421325635854521
358,49,0.0,Travel_Rarely,470,Research & Development,20,4,Medical,1,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11,Sedang (5000-10000),3-5 Tahun,40-49,11-20 km,0,3283.5,2.25,0.3333333333333333,7.5,2,9.523809523809524,0.11764705882352941,0.058823529411764705,7.5,0,Risiko Sedang,-0.09473434430280785,-0.6983955697857875
359,37,0.0,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,3,Male,84,4,1,Laboratory Technician,3,Single,3500,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,3500.0,2.0,0.5,6.0,1,4.545454545454545,0.125,0.125,18.0,0,Risiko Sedang,-0.2828919508533403,0.22371090130138646
360,43,0.0,Travel_Frequently,313,Research & Development,21,3,Medical,1,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,40-49,21-30 km,0,2258.0,3.0,0.5,0.375,3,6.774193548387097,0.1111111111111111,0.5555555555555556,1.5,0,Risiko Sedang,-0.5855937852588301,0.377504261460571
361,22,0.0,Travel_Rarely,581,Research & Development,1,2,Life Sciences,1,4,Male,63,3,1,Research Scientist,3,Single,3375,17624,0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,3375.0,3.75,0.5,3.0,4,0.24390243902439027,0.2,0.2,9.0,0,Risiko Sedang,-0.5377302154712199,0.3632476327057871
362,23,0.0,Travel_Rarely,541,Sales,2,1,Technical Degree,1,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,2322.0,2.5,1.0,0.0,3,0.6451612903225806,0.25,0.75,0.0,0,Risiko Sedang,-0.6065799606368097,0.4994935135870867
363,55,0.0,Travel_Rarely,836,Research & Development,8,3,Medical,1,4,Female,33,3,4,Manager,3,Divorced,14756,19730,2,Y,Yes,14,3,3,80,3,21,2,3,5,0,0,2,Tinggi (10000-15000),Baru Dipromosikan,50+,6-10 km,1,3689.0,3.25,4.0,1.6666666666666667,0,2.5806451612903225,0.18181818181818182,0.7272727272727273,5.0,0,Risiko Sedang,-0.4572034404336499,0.17397104607105435
364,53,0.0,Travel_Rarely,102,Research & Development,23,4,Life Sciences,1,4,Female,72,3,4,Research Director,4,Single,14275,20206,6,Y,No,18,3,3,80,0,33,0,3,12,9,3,8,Tinggi (10000-15000),3-5 Tahun,50+,21-30 km,0,3568.75,3.5,1.0,1.7142857142857142,3,7.419354838709677,0.11764705882352941,0.6176470588235294,6.857142857142857,0,Risiko Sedang,-0.2128806677258039,-0.6212681621197784
365,34,0.0,Travel_Frequently,669,Research & Development,1,3,Medical,1,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,0,2671.5,2.75,0.4,13.0,3,0.3225806451612903,0.13333333333333333,0.06666666666666667,13.0,0,Risiko Sedang,0.2172888650000956,-0.41483370009541065
366,58,1.0,Travel_Rarely,289,Research & Development,2,3,Technical Degree,1,4,Male,51,3,1,Research Scientist,3,Single,2479,26227,4,Y,No,24,4,1,80,0,7,4,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,50+,0-5 km,0,2479.0,2.75,1.0,0.2,3,0.6451612903225806,0.125,0.75,0.6,0,Risiko Sedang,-0.5928647752450046,0.412388459892804
367,34,0.0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,3878.0,2.5,2.0,6.0,2,1.4285714285714286,0.25,0.125,24.0,0,Risiko Sedang,-0.09056881373120154,0.3438028148779458
368,30,0.0,Non-Travel,829,Research & Development,1,1,Life Sciences,1,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,0,2824.6666666666665,3.0,0.5,5.5,3,0.3225806451612903,0.23076923076923078,0.07692307692307693,16.5,0,Risiko Sedang,-0.11279331446082287,-0.30143717326430947
369,32,0.0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,3038.0,2.5,0.5,1.25,3,1.9354838709677418,0.1111111111111111,0.3333333333333333,3.75,0,Risiko Sedang,-0.5673473874556486,0.3335548549108391
370,36,0.0,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,0,2957.0,3.5,0.5,1.4444444444444444,4,1.2195121951219514,0.11764705882352941,0.17647058823529413,2.888888888888889,0,Risiko Sedang,-0.4747573491205723,-0.01235178111146654
371,42,0.0,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,4,Male,81,3,1,Laboratory Technician,3,Single,3968,13624,4,Y,No,13,3,4,80,0,8,3,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,0,3968.0,3.5,1.0,0.0,3,2.5806451612903225,0.1111111111111111,0.8888888888888888,0.0,0,Risiko Sedang,-0.5950504287855356,0.4133200784916905
372,47,0.0,Non-Travel,1162,Research & Development,1,1,Medical,1,3,Female,98,3,3,Research Director,2,Married,11957,17231,0,Y,No,18,3,1,80,2,14,3,1,13,8,5,12,Tinggi (10000-15000),3-5 Tahun,40-49,0-5 km,0,3985.6666666666665,1.75,0.5,13.0,1,0.9090909090909091,0.2,0.06666666666666667,26.0,0,Risiko Sedang,1.2396480312383589,-1.0213984803946006
373,40,0.0,Travel_Frequently,1184,Sales,2,4,Medical,1,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,0,2163.5,2.75,2.0,0.0,3,0.6451612903225806,0.3333333333333333,0.8333333333333334,0.0,0,Risiko Sedang,-0.6069131450041971,0.4972167797697277
374,36,0.0,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8,Sedang (5000-10000),Baru Dipromosikan,30-39,21-30 km,0,2837.0,2.5,2.0,1.125,3,7.741935483870967,0.16666666666666666,0.16666666666666666,2.25,0,Risiko Sedang,-0.5527607798529257,0.3050838995058455
375,21,0.0,Travel_Rarely,391,Research & Development,15,2,Life Sciences,1,3,Male,96,3,1,Research Scientist,4,Single,1232,19281,1,Y,No,14,3,4,80,0,0,6,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,0,1232.0,3.5,1.0,0.0,3,4.838709677419355,1.0,0.0,0.0,0,Risiko Sedang,-0.6730718855799301,0.9653805524463669
