EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Gender_Numeric,Income_Level,Income_Experience_Ratio,Income_Education_Ratio,StockOption_Income_Ratio,Salary_Hike_Effectiveness,Satisfaction_Index,Job_Environment_Balance,Work_Life_Balance_Impact,Overtime_Satisfaction_Interaction,Career_Progress,Career_Growth_Rate,Career_Stagnation,Promotion_Expectation,Internal_Mobility_Index,Stability_Factor,Loyalty_Index,Manager_Relationship_Tenure,Company_Experience_Ratio,Distance_Strain,Role_Complexity_Factor,Job_Intensity,Commute_Burden,Turnover_Risk_Score,Compensation_Satisfaction,OverTime_Numeric_WorkLifeBalance_product,OverTime_Numeric_WorkLifeBalance_ratio,YearsSinceLastPromotion_JobSatisfaction_product,YearsSinceLastPromotion_JobSatisfaction_ratio,DistanceFromHome_WorkLifeBalance_product,DistanceFromHome_WorkLifeBalance_ratio,MonthlyIncome_JobLevel_product,MonthlyIncome_JobLevel_ratio,YearsAtCompany_NumCompaniesWorked_product,YearsAtCompany_NumCompaniesWorked_ratio,Age_squared,Age_cubed,YearsAtCompany_squared,YearsAtCompany_cubed,DistanceFromHome_squared,DistanceFromHome_cubed,MonthlyIncome_squared,MonthlyIncome_cubed,Cluster,Cluster_Label,Dim1,Dim2,Component_1,Component_2,Component_3,Component_4,Component_5
211,34,0.0,Non-Travel,1065,Sales,23,4,Marketing,1,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,0,Y,No,20,4,3,80,0,10,2,3,9,5,8,7,Rendah (< 5000),> 5 Tahun,30-39,21-30 km,0,1,2284.0,415.27272727272725,913.6,0.0,4.0,2.75,0.375,3,0.0,0.2222222222222222,0.2,0.8,0.18181818181818182,0.5,9.0,27.0,0.7692307692307693,0.8181818181818182,7.419354838709677,2.0,0,23.0,0.1669354838709678,228.3,0,0.0,24,2.5806451612903225,69,7.419354838709677,9136,2175.238095238095,0,90.0,1156,39304,81,729,529,12167,20866624,95318738432,1,Risiko Sangat Rendah (Cluster 1),-21.945669526665462,-7.038781130375628,-21.945669526665462,-7.038781130375628,-0.5715512359939431,0.2499374059471362,-0.017772906517118048
213,35,0.0,Travel_Frequently,664,Research & Development,1,3,Medical,1,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,Y,No,13,3,4,80,1,5,2,2,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,1,2194.0,365.6666666666667,548.5,0.00045558086560364467,3.25,2.25,0.125,2,0.0,0.5,0.25,0.25,0.16666666666666666,0.5,0.6,0.6,0.6451612903225806,0.5,0.47619047619047616,1.5,0,1.0,-0.8273809523809523,219.35,0,0.0,1,0.9090909090909091,2,0.47619047619047616,2194,1994.5454545454543,12,0.7317073170731708,1225,42875,9,27,1,1,4813636,10561117384,2,Risiko Sangat Rendah (Cluster 2),-0.3865127021686612,3.7212461803069212,-0.3865127021686612,3.7212461803069212,-0.6184074966173418,-0.3396652354578134,-0.8080211359184818
214,32,0.0,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,1,Male,80,4,1,Research Scientist,2,Divorced,3298,15053,0,Y,Yes,12,3,4,80,2,7,5,2,6,2,0,5,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,1,3298.0,412.25,1099.3333333333333,0.0006062443164595332,3.0,2.25,0.125,0,0.425531914893617,1.0,0.14285714285714285,0.0,0.125,0.2857142857142857,6.0,12.0,0.819672131147541,0.75,2.380952380952381,2.0,4,7.5,0.11309523809523814,329.73,2,0.47619047619047616,0,0.0,10,2.380952380952381,3298,2998.181818181818,0,60.0,1024,32768,36,216,25,125,10876804,35871699592,3,Risiko Rendah (Cluster 3),17.858834145133265,-2.068802958772421,17.858834145133265,-2.068802958772421,-0.520954451509507,5.031371969321143,0.3236488147210928
215,35,0.0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,Rendah (< 5000),3-5 Tahun,30-39,21-30 km,0,1,4230.0,604.2857142857143,1057.5,0.0,3.75,3.25,0.75,3,0.0,0.2,0.16666666666666666,0.6666666666666666,0.14285714285714285,0.6666666666666666,5.0,15.0,0.5882352941176471,0.7142857142857143,7.096774193548387,0.3333333333333333,0,22.0,-0.2486559139784945,422.93999999999994,0,0.0,12,1.2903225806451613,66,7.096774193548387,4230,3845.454545454545,0,50.0,1225,42875,25,125,484,10648,17892900,75686967000,1,Risiko Sangat Rendah (Cluster 1),-22.13288506765892,-7.177229906107094,-22.13288506765892,-7.177229906107094,-0.6196065621299854,0.2892074496921125,0.0201257662161961
216,19,0.0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,1,0,2994.0,1497.0,748.5,0.0,3.0,3.25,0.5,0,0.29850746268656714,1.0,0.5,0.0,0.5,0.0,0.5,2.0,0.9090909090909091,0.5,8.064516129032258,1.3333333333333333,4,37.5,0.18145161290322576,299.39,3,0.3225806451612903,0,0.0,75,8.064516129032258,2994,2721.8181818181815,1,0.9090909090909091,361,6859,1,1,625,15625,8964036,26838323784,5,Risiko Sangat Tinggi (Cluster 5),33.20470926076818,-4.80977646286794,33.20470926076818,-4.80977646286794,-0.43666643069010136,5.664307716027052,-6.326890323283542
217,28,0.0,Travel_Rarely,866,Sales,5,3,Medical,1,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,0,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,Sedang (5000-10000),1-2 Tahun,< 30,0-5 km,0,1,4231.5,1209.0,2115.75,0.0,4.5,3.0,0.25,3,0.0,1.0,0.3333333333333333,0.16666666666666666,0.2857142857142857,0.6666666666666666,5.0,5.0,0.5882352941176471,0.7142857142857143,1.6129032258064515,2.0,0,5.0,-1.1720430107526882,423.09,0,0.0,1,0.9090909090909091,15,1.6129032258064515,16926,4030.0,0,50.0,784,21952,25,125,25,125,71622369,606140108847,1,Risiko Sangat Rendah (Cluster 1),-23.2421076002101,-7.525591681795952,-23.2421076002101,-7.525591681795952,0.7943051243090261,0.17453266724478161,0.08261308898487471
218,32,1.0,Travel_Rarely,1045,Sales,4,4,Medical,1,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,0,1,3466.6666666666665,693.3333333333334,2080.0,0.0,2.75,3.25,1.0,2,0.0,0.3,0.2,0.6,0.2,0.5333333333333333,7.0,28.0,0.5673758865248227,0.9333333333333333,1.9047619047619047,1.5,0,4.0,-0.8345238095238096,346.52666666666664,0,0.0,36,2.1951219512195124,8,1.9047619047619047,31200,3354.838709677419,14,12.727272727272727,1024,32768,196,2744,16,64,108160000,1124864000000,1,Risiko Sangat Rendah (Cluster 1),-23.06007911423767,-7.527212379365581,-23.06007911423767,-7.527212379365581,0.464390954453711,0.22250260172433908,0.10066606028273667
219,43,0.0,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,0,0,2781.0,427.84615384615387,1390.5,0.00017975912277548085,3.25,3.0,1.0,2,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.15384615384615385,0.3333333333333333,1.0,4.0,0.3921568627450981,0.38461538461538464,0.47619047619047616,3.0,0,1.0,-1.119047619047619,277.98,0,0.0,8,0.48780487804878053,2,0.47619047619047616,11124,2648.5714285714284,20,1.2195121951219514,1849,79507,25,125,1,1,30935844,172065164328,2,Risiko Sangat Rendah (Cluster 2),-0.9676445911616322,3.6844206920214444,-0.9676445911616322,3.6844206920214444,-0.10102734555891217,-0.5501855393455846,-1.0585791738370838
221,37,0.0,Travel_Rarely,367,Research & Development,25,2,Medical,1,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,0,0,2865.5,573.1,1910.3333333333333,0.0003489183531053733,3.25,3.25,0.75,3,0.0,1.0,0.2857142857142857,0.14285714285714285,0.2,0.2857142857142857,0.75,3.0,0.49180327868852464,0.6,8.064516129032258,1.3333333333333333,0,25.0,-0.6756912442396314,286.46,0,0.0,4,0.24390243902439027,75,8.064516129032258,11462,2729.047619047619,42,0.8450704225352114,1369,50653,36,216,625,15625,32844361,188231032891,2,Risiko Sangat Rendah (Cluster 2),-0.401850061809615,3.847571984965433,-0.401850061809615,3.847571984965433,0.23858397137972687,-0.3965383556626902,-0.7734396514727374
223,38,0.0,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,4,Male,88,3,2,Manufacturing Director,3,Married,6553,7259,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,1,3276.5,436.8666666666667,1310.6,0.0,3.5,3.0,0.75,3,0.0,2.0,1.0,0.0,0.13333333333333333,0.0,0.1,0.3,0.0,0.06666666666666667,0.6451612903225806,2.0,0,2.0,-1.435483870967742,327.51,0,0.0,0,0.0,6,0.6451612903225806,13106,3120.4761904761904,9,0.10989010989010989,1444,54872,1,1,4,8,42941809,281397674377,4,Risiko Sedang (Cluster 4),-17.009657503391754,2.287261410024059,-17.009657503391754,2.287261410024059,-10.552568101001217,0.2330436745627331,-0.6957862980137839
224,30,0.0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,1,1,3173.5,488.2307692307692,1586.75,0.0,4.75,3.0,0.75,0,0.3225806451612903,0.4,0.16666666666666666,0.3333333333333333,0.15384615384615385,0.75,11.0,44.0,0.6306306306306306,0.8461538461538461,8.181818181818182,6.0,3,13.5,0.6515151515151514,317.23,1,0.9090909090909091,16,0.9756097560975611,9,8.181818181818182,12694,3022.3809523809523,0,110.0,900,27000,121,1331,81,729,40284409,255685143923,0,Risiko Tinggi (Cluster 0),35.95341014051725,-5.941749028794685,35.95341014051725,-5.941749028794685,-1.2353126125468519,-7.88779447445314,-0.9592580648666453
225,53,0.0,Travel_Rarely,1436,Sales,6,2,Marketing,1,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5,Rendah (< 5000),3-5 Tahun,50+,6-10 km,1,1,1153.0,164.71428571428572,768.6666666666666,0.00043346337234503684,4.0,2.5,0.375,0,0.3846153846153846,0.4,0.25,0.5,0.14285714285714285,0.875,2.3333333333333335,7.0,0.7042253521126761,0.5,5.454545454545454,6.0,3,9.0,0.7954545454545454,115.17,1,0.9090909090909091,12,1.2903225806451613,6,5.454545454545454,4612,1098.095238095238,14,3.333333333333333,2809,148877,49,343,36,216,5317636,12262468616,3,Risiko Rendah (Cluster 3),24.743116221476303,-1.3319337949010375,24.743116221476303,-1.3319337949010375,-0.02750055119813352,0.8912187214250679,13.125787783023345
226,42,0.0,Travel_Rarely,635,Sales,1,1,Life Sciences,1,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,Y,No,25,4,3,80,0,20,3,3,20,16,11,6,Rendah (< 5000),> 5 Tahun,40-49,0-5 km,0,1,2453.5,233.66666666666666,2453.5,0.0,5.0,2.75,0.375,3,0.0,0.16666666666666666,0.09523809523809523,0.5238095238095238,0.09523809523809523,0.7619047619047619,10.0,30.0,0.29850746268656714,0.9523809523809523,0.3225806451612903,2.0,0,1.0,-0.8189324116743472,245.15,0,0.0,33,3.5483870967741935,3,0.3225806451612903,9814,2336.6666666666665,20,18.18181818181818,1764,74088,400,8000,1,1,24078649,118153930643,1,Risiko Sangat Rendah (Cluster 1),-24.836235616603528,-8.157702674556438,-24.836235616603528,-8.157702674556438,2.1020099180530303,0.22855511031665487,0.3703392202844929
227,30,0.0,Travel_Frequently,160,Research & Development,3,3,Medical,1,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,0,2083.0,1041.5,520.75,0.0004798464491362764,4.0,3.0,0.5625,3,0.0,1.0,0.5,0.0,0.5,0.0,0.5,1.5,0.0,0.5,0.9677419354838709,1.0,0,3.0,-1.403225806451613,208.29000000000002,0,0.0,0,0.0,9,0.9677419354838709,2083,1893.6363636363635,1,0.9090909090909091,900,27000,1,1,9,27,4338889,9037905787,4,Risiko Sedang (Cluster 4),-13.05224878186768,6.729854046513465,-13.05224878186768,6.729854046513465,-9.571475877319495,-0.26031456638996,-0.0968255951287854
229,25,1.0,Travel_Rarely,867,Sales,19,2,Marketing,1,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,1,1,2413.0,1206.5,804.3333333333334,0.0012427506213753107,4.5,2.75,0.375,0,0.3508771929824561,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,0.5,6.129032258064516,0.6666666666666666,2,28.5,0.2379032258064515,241.29000000000002,3,0.3225806451612903,0,0.0,57,6.129032258064516,2413,2193.6363636363635,1,0.9090909090909091,625,15625,1,1,361,6859,5822569,14049858997,5,Risiko Sangat Tinggi (Cluster 5),29.23189220839935,-2.2235666388043382,29.23189220839935,-2.2235666388043382,0.501022748145548,11.457732577746567,-4.314936436513982
230,53,0.0,Travel_Rarely,447,Research & Development,2,3,Medical,1,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,0,1,4149.5,461.05555555555554,4149.5,0.0,3.0,2.5,0.5,2,0.0,0.4444444444444444,0.4,0.8,0.1111111111111111,0.8,1.8,3.6,0.8791208791208791,0.25,0.9523809523809523,8.0,0,2.0,-0.3547619047619047,414.6,0,0.0,16,3.8095238095238093,4,0.9523809523809523,66392,4048.2926829268295,36,2.1951219512195124,2809,148877,81,729,4,8,275493604,4572642839192,1,Risiko Sangat Rendah (Cluster 1),-24.48351491885379,-7.274031732266084,-24.48351491885379,-7.274031732266084,2.856958830621889,-0.07091329885555163,0.14317811160166044
233,29,0.0,Travel_Rarely,1090,Sales,10,3,Marketing,1,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,1,2297.0,765.6666666666666,574.25,0.0008703220191470844,3.5,3.25,0.5,3,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,2.0,0.9523809523809523,0.6666666666666666,3.225806451612903,1.0,0,10.0,-0.635752688172043,229.68,0,0.0,4,0.9523809523809523,30,3.225806451612903,2297,2088.181818181818,2,1.8181818181818181,841,24389,4,8,100,1000,5276209,12119452073,2,Risiko Sangat Rendah (Cluster 2),0.44386672699696605,5.043970118683386,0.44386672699696605,5.043970118683386,0.3689764061436038,-0.32333970968341297,-0.6028665448469758
234,42,1.0,Travel_Frequently,481,Sales,12,3,Life Sciences,1,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14,Tinggi (10000-15000),> 5 Tahun,40-49,11-20 km,1,1,3439.5,598.1739130434783,3439.5,0.0,3.0,2.0,0.1875,0,0.47619047619047616,0.2857142857142857,0.18181818181818182,0.5909090909090909,0.17391304347826086,0.4090909090909091,21.0,21.0,0.6635071090047393,0.9130434782608695,5.714285714285714,6.0,3,18.0,1.1623376623376624,343.73,2,0.47619047619047616,13,11.818181818181817,24,5.714285714285714,55032,3355.6097560975613,0,210.0,1764,74088,441,9261,144,1728,189282564,2604149515512,0,Risiko Tinggi (Cluster 0),37.57116063426626,-6.570077537572175,37.57116063426626,-6.570077537572175,-1.3499160630819218,-6.88155417635686,0.7790356540570829
235,34,0.0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,3,Female,100,2,1,Research Scientist,4,Single,2553,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,0,0,2553.0,364.7142857142857,510.6,0.0,4.0,3.25,0.75,3,0.0,0.5,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.3333333333333333,2.5,10.0,0.5882352941176471,0.7142857142857143,5.161290322580645,0.6666666666666666,0,16.0,-0.9422043010752689,255.24,0,0.0,4,0.24390243902439027,48,5.161290322580645,2553,2320.9090909090905,5,4.545454545454545,1156,39304,25,125,256,4096,6517809,16639966377,1,Risiko Sangat Rendah (Cluster 1),-21.342333525615818,-6.836590957462655,-21.342333525615818,-6.836590957462655,-1.3724924581087268,0.27347470662862666,-0.13236877524480076
236,28,0.0,Travel_Rarely,1169,Human Resources,8,2,Medical,1,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,1,4936.0,705.1428571428571,1645.3333333333333,0.00020255215718047398,3.25,3.25,0.5,3,0.0,1.0,0.16666666666666666,0.0,0.14285714285714285,0.16666666666666666,2.5,10.0,0.7843137254901962,0.7142857142857143,2.5806451612903225,0.6666666666666666,0,8.0,-1.3669354838709677,493.53999999999996,0,0.0,0,0.0,24,2.5806451612903225,4936,4487.272727272727,5,4.545454545454545,784,21952,25,125,64,512,24364096,120261177856,2,Risiko Sangat Rendah (Cluster 2),-0.9002428802069726,5.541580576267513,-0.9002428802069726,5.541580576267513,0.5764164034237772,-0.5893574773908439,-0.8561507990538703
237,43,0.0,Travel_Rarely,1034,Sales,16,3,Marketing,1,4,Female,80,3,4,Manager,4,Married,16064,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9,Sangat Tinggi (>15000),1-2 Tahun,40-49,11-20 km,1,0,4016.0,698.4347826086956,4016.0,6.224712107065048e-05,4.4,3.5,1.0,0,0.2777777777777778,2.0,0.2222222222222222,0.05555555555555555,0.17391304347826086,0.7222222222222222,2.8333333333333335,11.333333333333334,0.5263157894736842,0.7391304347826086,5.161290322580645,4.0,3,24.0,-0.17831541218637992,401.38,3,0.3225806451612903,4,0.24390243902439027,48,5.161290322580645,64256,3918.0487804878053,85,3.3333333333333335,1849,79507,289,4913,256,4096,258052096,4145348870144,3,Risiko Rendah (Cluster 3),20.531611924602444,-1.5764040662273613,20.531611924602444,-1.5764040662273613,-0.27391352140734815,3.0731235431017323,7.129912571204551
239,37,0.0,Travel_Rarely,228,Sales,6,4,Medical,1,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,0,1,3251.0,812.75,1300.4,0.00015377518068583732,3.5,3.25,0.75,4,0.0,2.0,0.3333333333333333,0.0,0.25,0.6666666666666666,1.0,4.0,0.19607843137254904,0.625,1.4634146341463417,1.5,0,6.0,-1.4786585365853657,325.03000000000003,0,0.0,0,0.0,24,1.4634146341463417,13004,3096.190476190476,20,1.2195121951219514,1369,50653,25,125,36,216,42276004,274878578008,2,Risiko Sangat Rendah (Cluster 2),-1.2768580094499964,6.303978007494057,-1.2768580094499964,6.303978007494057,2.3321270710847757,-0.8396055327794899,-0.9365274902482073
240,44,0.0,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,0,0,2992.5,544.0909090909091,1197.0,0.0,2.75,2.5,0.1875,4,0.0,2.0,0.6666666666666666,0.0,0.18181818181818182,0.6666666666666666,0.4,1.2,0.9523809523809523,0.18181818181818182,0.24390243902439027,1.0,0,1.0,-1.225609756097561,299.15,0,0.0,0,0.0,4,0.24390243902439027,11970,2850.0,8,0.48780487804878053,1936,85184,4,8,1,1,35820225,214384046625,1,Risiko Sangat Rendah (Cluster 1),-26.124599975286905,-7.744369960842519,-26.124599975286905,-7.744369960842519,3.2066150432336835,0.007688331229124563,0.2952028624957242
241,34,0.0,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1,Female,92,2,1,Research Scientist,3,Divorced,2029,15891,1,Y,No,20,4,3,80,3,5,2,3,5,4,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,0,0,2029.0,338.1666666666667,1014.5,0.001477832512315271,4.0,2.5,0.1875,3,0.0,1.0,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,2.5,7.5,0.0,0.8333333333333334,8.387096774193548,0.6666666666666666,0,26.0,-0.41129032258064524,202.85,0,0.0,0,0.0,78,8.387096774193548,2029,1844.5454545454545,5,4.545454545454545,1156,39304,25,125,676,17576,4116841,8353070389,2,Risiko Sangat Rendah (Cluster 2),-2.860209584351781,15.356058629560335,-2.860209584351781,15.356058629560335,8.236995492573813,-1.3775673451988657,0.7510910068224235
244,28,0.0,Travel_Rarely,304,Sales,9,4,Life Sciences,1,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,6-10 km,0,1,2626.5,656.625,1050.6,0.0,4.0,3.25,0.5,3,0.0,2.0,0.25,0.0,0.25,0.625,3.5,14.0,0.9859154929577465,0.875,2.903225806451613,2.0,0,9.0,-1.3346774193548387,262.58000000000004,0,0.0,0,0.0,27,2.903225806451613,10506,2501.428571428571,7,6.363636363636363,784,21952,49,343,81,729,27594009,144951329277,1,Risiko Sangat Rendah (Cluster 1),-23.57930338702165,-7.60407415550403,-23.57930338702165,-7.60407415550403,1.0752609071922847,0.15190659951339833,0.0921667756115732
245,40,0.0,Travel_Rarely,300,Sales,26,3,Marketing,1,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,Sedang (5000-10000),> 5 Tahun,40-49,21-30 km,0,1,4198.0,932.8888888888889,2099.0,0.00011909015124449208,3.5,2.0,0.1875,2,0.0,0.25,0.25,0.875,0.2222222222222222,0.875,3.5,3.5,0.7042253521126761,0.7777777777777778,12.38095238095238,3.0,0,26.0,1.1130952380952381,419.71999999999997,0,0.0,7,6.363636363636363,52,12.38095238095238,16792,3998.095238095238,7,6.363636363636363,1600,64000,49,343,676,17576,70492816,591857683136,2,Risiko Sangat Rendah (Cluster 2),-1.0320306294030361,11.431462033582832,-1.0320306294030361,11.431462033582832,9.288058588569815,-1.1061323354054828,0.10116326905852224
246,34,0.0,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,0,0,3250.0,928.5714285714286,2166.6666666666665,0.00015382248884786957,4.25,2.25,0.1875,3,0.0,1.0,0.5,0.25,0.2857142857142857,0.5,0.5,0.5,0.6451612903225806,0.42857142857142855,2.5806451612903225,2.0,0,8.0,-0.6169354838709677,324.94,0,0.0,1,0.9090909090909091,24,2.5806451612903225,13000,3095.238095238095,15,0.5882352941176471,1156,39304,9,27,64,512,42250000,274625000000,2,Risiko Sangat Rendah (Cluster 2),-0.6549569462239265,2.948073926999837,-0.6549569462239265,2.948073926999837,-0.3939822721509426,-0.39233864253125306,-0.973337988547898
247,44,0.0,Travel_Rarely,625,Research & Development,4,3,Medical,1,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,0,1,2966.5,539.3636363636364,1483.25,0.0,3.0,3.0,0.5,2,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.5,1.0,0.5882352941176471,0.45454545454545453,1.9047619047619047,3.0,0,4.0,-0.9761904761904763,296.55,0,0.0,4,0.9523809523809523,8,1.9047619047619047,11866,2825.238095238095,45,0.5494505494505495,1936,85184,25,125,16,64,35200489,208844501237,1,Risiko Sangat Rendah (Cluster 1),-20.865689730865224,-6.777343596536481,-20.865689730865224,-6.777343596536481,-0.806673326676056,0.2004164819248476,-0.12798979986160133
248,25,0.0,Travel_Rarely,180,Research & Development,2,1,Medical,1,1,Male,65,4,1,Research Scientist,1,Single,3424,21632,7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,1,3424.0,489.14285714285717,1712.0,0.0,3.25,1.75,0.0625,2,0.0,1.0,0.2,0.0,0.14285714285714285,0.6,0.5,0.5,0.24390243902439027,0.5714285714285714,0.9523809523809523,2.0,0,2.0,-0.7797619047619048,342.34000000000003,0,0.0,0,0.0,4,0.9523809523809523,3424,3112.7272727272725,28,0.5633802816901409,625,15625,16,64,4,8,11723776,40142209024,1,Risiko Sangat Rendah (Cluster 1),-22.847865266509185,-6.806182697894699,-22.847865266509185,-6.806182697894699,0.4507445717311551,0.06158586358495428,-0.1313935829848837
249,34,1.0,Travel_Rarely,699,Research & Development,6,1,Medical,1,2,Male,83,3,1,Research Scientist,1,Single,2960,17102,2,Y,No,11,3,3,80,0,8,2,3,4,2,1,3,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,1,2960.0,328.8888888888889,1480.0,0.0,2.75,2.25,0.125,3,0.0,0.5,0.2,0.2,0.1111111111111111,0.4,1.3333333333333333,1.3333333333333333,0.7317073170731708,0.4444444444444444,1.9354838709677418,1.0,0,6.0,-0.7314516129032258,295.91999999999996,0,0.0,1,0.9090909090909091,18,1.9354838709677418,2960,2690.9090909090905,8,1.9047619047619047,1156,39304,16,64,36,216,8761600,25934336000,1,Risiko Sangat Rendah (Cluster 1),-21.690356094138053,-6.755704151815832,-21.690356094138053,-6.755704151815832,-0.9941603311237994,0.19263204230752717,-0.18205001841652613
