EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,SalaryPerLevel,SatisfactionIndex,PromotionRatio,CareerProgressIndex,DistanceRiskIndex,AdjustedWorkLifeBalance,JobStabilityIndex,Cluster,RiskLevel,AttritionRiskScore,RiskCategory
227,30,0.0,Travel_Frequently,160,Research & Development,3,3,Medical,1,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,Y,0,20,4,3,80,1,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2083.0,3.0,0.0,0.016666666666666666,1.3862943611198906,3.0,0.22847222222222222,0,Risiko Sedang,10.785619174434089,Sedang
229,25,1.0,Travel_Rarely,867,Sales,19,2,Marketing,1,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Y,1,18,3,3,80,3,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,2413.0,2.75,0.0,0.016666666666666666,2.995732273553991,2.0,0.22847222222222222,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
230,53,0.0,Travel_Rarely,447,Research & Development,2,3,Medical,1,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,Y,0,12,3,2,80,0,35,2,2,9,8,8,8,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,4149.5,2.5,0.8888888888888888,0.6166666666666667,1.0986122886681098,2.0,0.4238970588235294,0,Risiko Sedang,10.785619174434089,Sedang
233,29,0.0,Travel_Rarely,1090,Sales,10,3,Marketing,1,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,Y,0,14,3,4,80,2,2,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,2297.0,3.25,1.0,0.03333333333333333,2.3978952727983707,3.0,0.2919117647058823,0,Risiko Sedang,10.785619174434089,Sedang
234,42,1.0,Travel_Frequently,481,Sales,12,3,Life Sciences,1,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Y,1,12,3,2,80,0,22,2,2,21,9,13,14,Tinggi (10000-15000),> 5 Tahun,40-49,11-20 km,3439.5,2.0,0.6190476190476191,0.6083333333333334,2.5649493574615367,1.3333333333333333,0.7121323529411765,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
235,34,0.0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,3,Female,100,2,1,Research Scientist,4,Single,2553,8306,1,Y,0,16,3,3,80,0,6,3,3,5,2,1,3,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,2553.0,3.25,0.2,0.09166666666666667,2.833213344056216,3.0,0.3253676470588235,0,Risiko Sedang,10.785619174434089,Sedang
236,28,0.0,Travel_Rarely,1169,Human Resources,8,2,Medical,1,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,Y,0,13,3,4,80,1,6,6,3,5,1,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,4936.0,3.25,0.0,0.09166666666666667,2.1972245773362196,3.0,0.32618464052287577,0,Risiko Sedang,10.785619174434089,Sedang
237,43,0.0,Travel_Rarely,1034,Sales,16,3,Marketing,1,4,Female,80,3,4,Manager,4,Married,16064,7744,5,Y,1,22,4,3,80,1,22,3,3,17,13,1,9,Sangat Tinggi (>15000),1-2 Tahun,40-49,11-20 km,4016.0,3.5,0.058823529411764705,0.5750000000000001,2.833213344056216,2.0,0.5302696078431373,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
239,37,0.0,Travel_Rarely,228,Sales,6,4,Medical,1,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,Y,0,14,3,2,80,1,7,5,4,5,4,0,1,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,3251.0,3.25,0.0,0.18333333333333335,1.9459101490553132,4.0,0.24040032679738563,0,Risiko Sedang,10.785619174434089,Sedang
240,44,0.0,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,Y,0,11,3,2,80,0,10,1,4,2,2,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,2992.5,2.5,0.0,0.18333333333333335,0.6931471805599453,4.0,0.20857843137254903,0,Risiko Sedang,10.785619174434089,Sedang
241,34,0.0,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1,Female,92,2,1,Research Scientist,3,Divorced,2029,15891,1,Y,0,20,4,3,80,3,5,2,3,5,4,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,2029.0,2.5,0.0,0.08333333333333333,3.295836866004329,3.0,0.3090277777777778,0,Risiko Sedang,10.785619174434089,Sedang
244,28,0.0,Travel_Rarely,304,Sales,9,4,Life Sciences,1,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,Y,0,16,3,4,80,0,7,1,3,7,5,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,6-10 km,2626.5,3.25,0.0,0.20000000000000004,2.302585092994046,3.0,0.4383578431372549,0,Risiko Sedang,10.785619174434089,Sedang
245,40,0.0,Travel_Rarely,300,Sales,26,3,Marketing,1,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,0,14,3,2,80,1,8,3,2,7,7,7,5,Sedang (5000-10000),> 5 Tahun,40-49,21-30 km,4198.0,2.0,1.0,0.20833333333333334,3.295836866004329,2.0,0.43672385620915033,0,Risiko Sedang,10.785619174434089,Sedang
246,34,0.0,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,Y,0,17,3,2,80,1,6,1,3,3,2,1,2,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,3250.0,2.25,0.3333333333333333,0.15833333333333335,2.1972245773362196,3.0,0.18705065359477124,0,Risiko Sedang,10.785619174434089,Sedang
247,44,0.0,Travel_Rarely,625,Research & Development,4,3,Medical,1,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5197,9,Y,0,12,3,4,80,0,10,2,2,5,2,2,3,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,2966.5,3.0,0.4,0.20833333333333334,1.6094379124341003,2.0,0.1031454248366013,0,Risiko Sedang,10.785619174434089,Sedang
248,25,0.0,Travel_Rarely,180,Research & Development,2,1,Medical,1,1,Male,65,4,1,Research Scientist,1,Single,3424,21632,7,Y,0,13,3,3,80,0,6,3,2,4,3,0,1,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,3424.0,1.75,0.0,0.08333333333333333,1.0986122886681098,2.0,0.1369281045751634,0,Risiko Sedang,10.785619174434089,Sedang
249,34,1.0,Travel_Rarely,699,Research & Development,6,1,Medical,1,2,Male,83,3,1,Research Scientist,1,Single,2960,17102,2,Y,0,11,3,3,80,0,8,2,3,4,2,1,3,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,2960.0,2.25,0.25,0.10000000000000002,1.9459101490553132,3.0,0.2913398692810457,0,Risiko Sedang,10.785619174434089,Sedang
250,60,0.0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,1,Female,41,3,5,Manager,1,Married,19566,3854,5,Y,0,11,3,4,80,0,33,5,1,29,8,11,10,Sangat Tinggi (>15000),> 5 Tahun,50+,6-10 km,3913.2,1.75,0.3793103448275862,0.8500000000000001,2.0794415416798357,1.0,0.5505310457516339,0,Risiko Sedang,10.785619174434089,Sedang
251,32,0.0,Travel_Rarely,601,Sales,7,5,Marketing,1,4,Male,97,3,2,Sales Executive,4,Married,9204,23343,4,Y,0,12,3,3,80,1,7,3,2,4,3,0,3,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,4602.0,3.25,0.0,0.17500000000000002,2.0794415416798357,2.0,0.2496732026143791,0,Risiko Sedang,10.785619174434089,Sedang
253,36,0.0,Travel_Rarely,188,Research & Development,7,4,Other,1,2,Male,65,3,1,Research Scientist,4,Single,4678,23293,2,Y,0,18,3,3,80,0,8,6,3,6,2,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,4678.0,3.0,0.0,0.11666666666666668,2.0794415416798357,3.0,0.27442810457516337,0,Risiko Sedang,10.785619174434089,Sedang
255,32,0.0,Non-Travel,1109,Research & Development,29,4,Medical,1,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,0,12,3,2,80,0,10,2,3,8,7,7,7,Rendah (< 5000),> 5 Tahun,30-39,21-30 km,4025.0,3.0,0.875,0.15,3.4011973816621555,3.0,0.25016339869281046,0,Risiko Sedang,10.785619174434089,Sedang
256,42,0.0,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,3,Female,31,3,4,Manager,1,Married,16799,16616,0,Y,0,14,3,3,80,1,21,5,3,20,7,0,9,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,6-10 km,4199.75,2.5,0.0,0.5916666666666667,2.3978952727983707,3.0,0.6045751633986928,0,Risiko Sedang,10.785619174434089,Sedang
258,40,1.0,Travel_Rarely,575,Sales,22,2,Marketing,1,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Y,1,12,3,1,80,2,8,6,3,6,4,1,0,Sedang (5000-10000),1-2 Tahun,40-49,21-30 km,3190.0,2.5,0.16666666666666666,0.20000000000000004,3.1354942159291497,2.0,0.2875,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
260,25,1.0,Travel_Rarely,240,Sales,5,3,Marketing,1,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Y,1,11,3,4,80,0,6,1,3,6,4,0,3,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,2872.0,3.25,0.0,0.18333333333333335,1.791759469228055,2.0,0.3593954248366013,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
262,24,0.0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,Y,0,12,3,3,80,1,6,2,3,5,3,1,2,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,2774.0,2.75,0.2,0.09166666666666667,2.9444389791664403,3.0,0.352328431372549,0,Risiko Sedang,10.785619174434089,Sedang
263,35,0.0,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,Y,1,25,4,4,80,1,10,2,1,10,6,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,2007.0,3.25,0.0,0.25,3.091042453358316,0.6666666666666666,0.4709967320261438,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
264,48,0.0,Travel_Rarely,817,Sales,2,1,Marketing,1,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,Y,0,12,3,4,80,0,12,3,3,2,2,2,2,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,4060.0,2.75,1.0,0.20000000000000004,1.0986122886681098,3.0,0.2363562091503268,0,Risiko Sedang,10.785619174434089,Sedang
265,50,0.0,Travel_Rarely,1126,Research & Development,1,2,Medical,1,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,Y,0,22,4,3,80,1,32,1,2,5,4,1,3,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,4349.75,3.25,0.2,0.5583333333333333,0.6931471805599453,2.0,0.13092320261437906,0,Risiko Sedang,10.785619174434089,Sedang
266,54,0.0,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,Y,0,14,3,1,80,0,36,2,3,10,9,0,9,Sangat Tinggi (>15000),Baru Dipromosikan,50+,0-5 km,4444.75,3.0,0.0,0.6333333333333333,1.3862943611198906,3.0,0.4865196078431372,0,Risiko Sedang,10.785619174434089,Sedang
267,30,0.0,Travel_Rarely,202,Sales,2,1,Technical Degree,1,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,Y,0,18,3,1,80,1,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2476.0,2.25,0.0,0.016666666666666666,1.0986122886681098,3.0,0.22847222222222222,0,Risiko Sedang,10.785619174434089,Sedang
268,31,1.0,Travel_Rarely,542,Sales,20,3,Life Sciences,1,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Y,1,11,3,3,80,1,4,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,2279.5,2.75,1.0,0.13333333333333333,3.044522437723423,2.0,0.2363562091503268,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
269,39,1.0,Travel_Rarely,1162,Sales,3,2,Medical,1,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Y,1,18,3,1,80,0,12,3,2,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,2619.0,2.5,0.0,0.19166666666666668,1.3862943611198906,1.3333333333333333,0.1451388888888889,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
270,51,1.0,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,Y,0,15,3,4,80,0,18,2,3,4,2,0,3,Tinggi (10000-15000),Baru Dipromosikan,50+,6-10 km,3550.0,3.0,0.0,0.35000000000000003,2.1972245773362196,3.0,0.2913398692810457,0,Risiko Sedang,10.785619174434089,Sedang
271,44,0.0,Non-Travel,981,Research & Development,5,3,Life Sciences,1,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,0,14,3,4,80,0,7,5,3,5,2,0,3,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,3162.0,3.25,0.0,0.10000000000000002,1.791759469228055,3.0,0.26981209150326796,0,Risiko Sedang,10.785619174434089,Sedang
272,50,0.0,Travel_Rarely,989,Research & Development,7,2,Medical,1,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Y,1,12,3,4,80,1,29,2,2,27,3,13,8,Sangat Tinggi (>15000),> 5 Tahun,50+,6-10 km,3748.0,2.75,0.48148148148148145,0.8000000000000002,2.0794415416798357,1.3333333333333333,0.4391748366013072,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
274,32,0.0,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,Y,0,17,3,2,80,2,10,3,3,10,4,0,9,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,3110.0,2.25,0.0,0.25,0.6931471805599453,3.0,0.47263071895424835,0,Risiko Sedang,10.785619174434089,Sedang
275,44,0.0,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,3,Male,92,4,5,Manager,1,Divorced,19190,17477,1,Y,0,14,3,4,80,2,26,4,2,25,9,14,13,Sangat Tinggi (>15000),> 5 Tahun,40-49,0-5 km,3838.0,2.5,0.56,0.7583333333333333,1.6094379124341003,2.0,0.6946486928104575,0,Risiko Sedang,10.785619174434089,Sedang
277,53,0.0,Travel_Rarely,1219,Sales,2,4,Life Sciences,1,1,Female,78,2,4,Manager,4,Married,15427,22021,2,Y,0,16,3,3,80,0,31,3,3,25,8,3,7,Sangat Tinggi (>15000),3-5 Tahun,50+,0-5 km,3856.75,2.75,0.12,0.7166666666666667,1.0986122886681098,3.0,0.5647467320261438,0,Risiko Sedang,10.785619174434089,Sedang
279,55,0.0,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,1,Female,83,3,4,Manager,2,Single,16835,9873,3,Y,0,23,4,4,80,0,37,2,3,10,9,7,7,Sangat Tinggi (>15000),> 5 Tahun,50+,11-20 km,4208.75,2.5,0.7,0.6416666666666667,2.9444389791664403,3.0,0.45710784313725483,0,Risiko Sedang,10.785619174434089,Sedang
280,38,0.0,Non-Travel,152,Sales,10,3,Technical Degree,1,3,Female,85,3,2,Sales Executive,4,Single,5666,19899,1,Y,1,13,3,2,80,0,6,1,3,5,3,1,3,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,2833.0,3.0,0.2,0.17500000000000002,2.3978952727983707,2.0,0.3392565359477124,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
281,34,1.0,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1,Female,52,3,1,Human Resources,3,Married,2742,3072,1,Y,0,15,3,4,80,0,2,0,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,2742.0,2.75,1.0,0.03333333333333333,2.302585092994046,3.0,0.2919117647058823,0,Risiko Sedang,10.785619174434089,Sedang
282,36,0.0,Travel_Rarely,796,Research & Development,12,5,Medical,1,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,0,11,3,2,80,0,15,2,2,14,8,7,8,Sedang (5000-10000),> 5 Tahun,30-39,11-20 km,2952.6666666666665,3.0,0.5,0.4083333333333334,2.5649493574615367,2.0,0.5662581699346405,0,Risiko Sedang,10.785619174434089,Sedang
283,57,0.0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,1,16,3,2,80,1,12,2,1,5,3,1,4,Sedang (5000-10000),1-2 Tahun,50+,21-30 km,3146.3333333333335,2.5,0.2,0.30833333333333335,3.2188758248682006,0.6666666666666666,0.298406862745098,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
285,36,0.0,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1,Male,37,2,2,Laboratory Technician,4,Single,5810,22604,1,Y,0,16,3,3,80,0,10,2,2,10,4,1,8,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,2905.0,2.5,0.1,0.25,1.6094379124341003,2.0,0.4579248366013072,0,Risiko Sedang,10.785619174434089,Sedang
286,28,1.0,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,Y,0,11,3,3,80,0,5,5,1,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,3485.0,2.0,0.0,0.041666666666666664,1.0986122886681098,1.0,0.19444444444444442,0,Risiko Sedang,10.785619174434089,Sedang
287,35,0.0,Travel_Rarely,538,Research & Development,25,2,Other,1,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,Y,0,14,3,4,80,0,9,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,1840.5,3.0,0.0,0.18333333333333335,3.258096538021482,3.0,0.21482843137254903,0,Risiko Sedang,10.785619174434089,Sedang
288,27,0.0,Travel_Frequently,1410,Sales,3,1,Medical,1,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Y,1,20,4,2,80,2,6,3,3,6,5,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2323.5,3.25,0.0,0.18333333333333335,1.3862943611198906,2.0,0.3879901960784314,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
290,37,1.0,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Y,1,22,4,4,80,0,7,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2073.0,2.75,0.0,0.08333333333333333,1.9459101490553132,2.0,0.21482843137254903,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
292,50,1.0,Travel_Rarely,869,Sales,3,2,Marketing,1,1,Male,86,2,1,Sales Representative,3,Married,2683,3810,1,Y,1,14,3,3,80,0,3,2,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,50+,0-5 km,2683.0,2.5,0.0,0.05000000000000001,1.3862943611198906,2.0,0.29816176470588235,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
293,45,0.0,Non-Travel,1195,Research & Development,2,2,Medical,1,1,Male,65,2,4,Manager,4,Married,16792,20462,9,Y,0,23,4,4,80,1,22,1,3,20,8,11,8,Sangat Tinggi (>15000),> 5 Tahun,40-49,0-5 km,4198.0,3.0,0.55,0.6,1.0986122886681098,3.0,0.3537581699346405,0,Risiko Sedang,10.785619174434089,Sedang
294,27,0.0,Travel_Frequently,829,Sales,8,1,Marketing,1,3,Male,84,3,2,Sales Executive,4,Married,4342,24008,0,Y,0,19,3,2,80,1,5,3,3,4,2,1,1,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,2171.0,3.0,0.25,0.15833333333333333,2.1972245773362196,3.0,0.31748366013071894,0,Risiko Sedang,10.785619174434089,Sedang
295,41,0.0,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,2,Female,91,3,4,Manager,1,Married,16595,5626,7,Y,0,16,3,2,80,1,22,2,3,18,16,11,8,Sangat Tinggi (>15000),> 5 Tahun,40-49,0-5 km,4148.75,2.0,0.6111111111111112,0.5833333333333334,1.0986122886681098,3.0,0.5079248366013072,0,Risiko Sedang,10.785619174434089,Sedang
296,30,0.0,Non-Travel,1116,Research & Development,2,3,Medical,1,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,Y,0,14,3,3,80,0,12,2,2,11,7,6,7,Rendah (< 5000),> 5 Tahun,30-39,0-5 km,2564.0,3.0,0.5454545454545454,0.19166666666666668,1.0986122886681098,2.0,0.5189133986928105,0,Risiko Sedang,10.785619174434089,Sedang
297,32,0.0,Non-Travel,862,Sales,2,1,Life Sciences,1,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,Y,0,12,3,3,80,3,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2827.0,2.5,0.0,0.016666666666666666,1.0986122886681098,3.0,0.22847222222222222,0,Risiko Sedang,10.785619174434089,Sedang
298,55,0.0,Travel_Rarely,692,Research & Development,14,4,Medical,1,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,Y,0,11,3,4,80,0,36,3,3,24,15,2,15,Sangat Tinggi (>15000),1-2 Tahun,50+,11-20 km,3744.4,3.0,0.08333333333333333,0.8333333333333334,2.70805020110221,3.0,0.6066993464052287,0,Risiko Sedang,10.785619174434089,Sedang
299,32,1.0,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1,Y,0,18,3,1,80,1,10,3,3,10,4,1,1,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,2441.5,2.75,0.1,0.25,2.0794415416798357,3.0,0.3549836601307189,0,Risiko Sedang,10.785619174434089,Sedang
300,54,0.0,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,Y,0,17,3,1,80,1,33,2,1,5,4,1,4,Tinggi (10000-15000),1-2 Tahun,50+,0-5 km,3500.6666666666665,2.25,0.2,0.4833333333333334,0.6931471805599453,1.0,0.2011846405228758,0,Risiko Sedang,10.785619174434089,Sedang
301,44,1.0,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Y,1,11,3,3,80,0,6,4,3,6,4,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,2936.0,3.0,0.0,0.10000000000000002,2.3978952727983707,2.0,0.3446895424836601,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
302,32,0.0,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Y,1,12,3,4,80,1,6,2,2,6,4,0,5,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,3161.0,2.75,0.0,0.18333333333333335,2.302585092994046,1.3333333333333333,0.38880718954248367,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
304,33,0.0,Non-Travel,1038,Sales,8,1,Life Sciences,1,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,Y,0,19,3,4,80,0,3,2,2,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,2342.0,3.0,1.0,0.041666666666666664,2.1972245773362196,2.0,0.3196895424836601,0,Risiko Sedang,10.785619174434089,Sedang
306,27,0.0,Non-Travel,691,Research & Development,9,3,Medical,1,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,Y,0,18,3,4,80,1,6,1,1,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,2024.0,2.75,1.0,0.06666666666666667,2.302585092994046,1.0,0.15302287581699348,0,Risiko Sedang,10.785619174434089,Sedang
307,33,0.0,Travel_Rarely,1198,Research & Development,1,4,Other,1,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,Y,1,11,3,2,80,0,6,1,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2799.0,2.25,0.0,0.07500000000000001,0.6931471805599453,2.0,0.2426062091503268,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
308,47,1.0,Non-Travel,666,Research & Development,29,4,Life Sciences,1,1,Male,88,3,3,Manager,2,Married,11849,10268,1,Y,1,12,3,4,80,1,10,2,2,10,7,9,9,Tinggi (10000-15000),> 5 Tahun,40-49,21-30 km,3949.6666666666665,2.25,0.9,0.3333333333333333,3.4011973816621555,1.3333333333333333,0.514297385620915,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
309,19,1.0,Non-Travel,504,Research & Development,10,3,Medical,1,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Y,1,25,4,2,80,0,1,2,4,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,1859.0,2.25,0.0,0.016666666666666666,2.3978952727983707,2.6666666666666665,0.24236111111111108,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
310,37,0.0,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,Y,0,14,3,4,80,1,17,2,4,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,2581.5,3.75,0.0,0.23333333333333336,1.0986122886681098,4.0,0.11736111111111111,0,Risiko Sedang,10.785619174434089,Sedang
311,56,0.0,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,4,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Y,1,12,3,1,80,1,33,0,3,19,16,15,9,Tinggi (10000-15000),> 5 Tahun,50+,21-30 km,3350.5,2.5,0.7894736842105263,0.6833333333333335,3.1780538303479458,2.0,0.6122140522875816,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
315,29,0.0,Travel_Rarely,153,Research & Development,15,2,Life Sciences,1,4,Female,49,2,2,Laboratory Technician,3,Single,4193,12682,0,Y,1,12,3,4,80,0,10,3,3,9,5,0,8,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,2096.5,3.5,0.0,0.24166666666666667,2.772588722239781,2.0,0.4933415032679739,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
316,38,0.0,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,Y,0,17,3,3,80,1,19,2,3,10,8,0,1,Tinggi (10000-15000),Baru Dipromosikan,30-39,21-30 km,4020.3333333333335,2.25,0.0,0.4083333333333334,3.258096538021482,3.0,0.3549836601307189,0,Risiko Sedang,10.785619174434089,Sedang
