EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Gender_Numeric,Cluster,PC1,PC2,Cluster_Label,Cluster_Short,Satisfaction_Index,Turnover_Risk_Score,PC3,PC4,PC5,Income_Level_Ratio,Income_Experience_Ratio,Salary_Hike_Effectiveness,Stock_Income_Ratio,Overtime_Balance_Impact,Satisfaction_Overtime_Ratio,Promotion_Rate,Career_Stagnation,Role_Stability,Manager_Change_Rate,Job_Stability,Loyalty_Index,Distance_Strain,Job_Intensity,Commute_Burden,Age_squared,Distance_Strain_squared,Career_Stagnation_squared,Turnover_Risk_Score_squared
389,26,0.0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,1,0,0,-0.49092652535614323,-1.7438940044188662,Risiko Rendah (Cluster 0),R2: C0,3.5,2,2.5307731332505843,-0.919330885339438,1.7475669823192232,2417.272727272727,664.75,4.193548387096774,0.3759398496240602,2,2.954545454545454,1.0,0.0,0.6451612903225806,0.6451612903225806,1.5,6.0,1.9354838709677418,6,9.0,676,3.7460978147762742,0.0,0.3232472684703432
391,30,0.0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1,Female,48,2,2,Laboratory Technician,4,Married,4627,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7,Rendah (< 5000),> 5 Tahun,30-39,6-10 km,0,0,0,-1.6445851926359603,2.3923701697908686,Risiko Rendah (Cluster 0),R2: C0,3.5,0,-2.0819003438405943,1.4421971854027247,2.610320134663069,2203.333333333333,420.6363636363636,3.8709677419354835,0.21607605877268798,0,22.5,0.2857142857142857,0.6,0.21978021978021978,0.7692307692307693,9.0,36.0,1.9354838709677418,2,6.0,900,3.7460978147762742,0.36,0.07211823621227888
393,34,0.0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500,5494,0,Y,No,11,3,4,80,1,10,0,2,9,7,1,6,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,0,1,0,-0.566842748442467,2.162113092574039,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-0.8790523174523737,-1.6695011667558062,2.041605815086566,2741.935483870968,772.7272727272727,3.5483870967741935,0.11763321962122103,0,35.0,1.5,0.1,0.7692307692307693,0.6593406593406593,9.0,36.0,4.285714285714286,3,9.0,1156,18.36734693877551,0.010000000000000002,1.2576020408163266
394,35,0.0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,1,1,0,-0.3069701237431913,-0.29579628032592875,Risiko Rendah (Cluster 0),R2: C0,3.0,2,3.1916333949912326,0.45691409249648907,1.195872215970394,3187.272727272727,701.2,4.516129032258064,0.0,2,2.954545454545454,0.3333333333333333,0.5,0.6451612903225806,0.6451612903225806,3.0,9.0,1.9354838709677418,6,9.0,1225,3.7460978147762742,0.25,2.460344042663891
395,27,0.0,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,1,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341,19715,1,Y,No,13,3,4,80,1,1,6,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,0,0,-1.2970794135385613,-3.061611532516592,Risiko Rendah (Cluster 0),R2: C0,2.0,0,-0.4309215956768594,-0.05590263811241532,1.5886961987316748,2128.181818181818,1170.5,4.193548387096774,0.4269854824935952,0,30.0,1.0,0.0,0.0,0.0,0.5,0.5,0.6451612903225806,3,2.0,729,0.4162330905306972,0.0,2.060613943808533
399,31,0.0,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,1,0,-0.8358219746302256,-0.03350722465531719,Risiko Rendah (Cluster 0),R2: C0,3.5,2,2.0263678145285615,-1.8483636596462127,2.0376979644570326,4382.727272727272,688.7142857142857,3.8709677419354835,0.20738282870178348,2,2.954545454545454,1.0,0.0,0.3921568627450981,0.5882352941176471,5.0,20.0,1.6129032258064515,6,7.5,961,2.601456815816857,0.0,0.2876073100936523
400,39,0.0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,0,0,-0.982925867649491,-0.29062441046315446,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-0.6925657783017235,-0.6505194941864529,0.8753894462450794,3413.6363636363635,417.22222222222223,3.5483870967741935,0.26624068157614483,0,25.0,1.0,0.0,0.3703703703703704,0.8641975308641976,4.0,12.0,2.5806451612903225,3,8.0,1521,6.659729448491155,0.0,0.983936004162331
401,29,0.0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,0,1,0,1.6441675972081833,0.18382150898159422,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-0.5438943878997903,-0.8531401379852942,1.8778067779701249,2454.5454545454545,245.45454545454547,5.853658536585367,0.37023324694557574,0,30.0,1.0,0.0,0.6930693069306931,0.6930693069306931,5.0,15.0,7.419354838709677,4,23.0,841,55.0468262226847,0.0,0.5746618106139438
403,29,1.0,Travel_Rarely,121,Sales,27,3,Marketing,1,2,Female,35,3,3,Sales Executive,4,Married,7639,24525,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9,Sedang (5000-10000),1-2 Tahun,< 30,21-30 km,0,0,0,5.838069264609492,1.0549348712926032,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-2.6997235270935613,-0.8730805739996393,1.5773304829587318,2464.1935483870966,694.4545454545455,5.365853658536586,0.39267015706806285,0,30.0,1.5,0.09090909090909091,0.39603960396039606,0.8910891089108911,5.0,20.0,12.857142857142856,3,27.0,841,165.30612244897955,0.008264462809917356,0.0010541406645302792
404,44,1.0,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1,Male,89,3,1,Laboratory Technician,1,Married,2362,14669,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,0,1,0,-1.5431557109136564,-1.6984805454841165,Risiko Rendah (Cluster 0),R2: C0,2.5,0,-0.49074168075122754,0.4261932523633659,-0.7165883292268236,2147.272727272727,214.72727272727272,3.8709677419354835,0.0,0,22.5,0.5,0.25,0.6451612903225806,0.6451612903225806,0.6,0.6,0.7317073170731708,3,3.0,1936,0.5353955978584177,0.0625,0.30451554134443776
405,26,0.0,Travel_Rarely,841,Research & Development,6,3,Other,1,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3,Rendah (< 5000),3-5 Tahun,< 30,6-10 km,0,0,0,-0.9822103943248484,-0.5650984474702792,Risiko Rendah (Cluster 0),R2: C0,2.0,0,-1.2426408346483786,2.7926212756203874,0.6688759352816073,2152.7272727272725,394.6666666666667,6.129032258064516,0.0,0,25.0,0.2,0.6666666666666666,0.7843137254901962,0.5882352941176471,2.5,5.0,2.857142857142857,2,6.0,676,8.16326530612245,0.4444444444444444,0.13619614512471656
406,48,0.0,Travel_Rarely,163,Sales,2,5,Marketing,1,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,Rendah (< 5000),> 5 Tahun,40-49,0-5 km,0,0,0,-1.6803222731429353,1.3156711497380371,Risiko Rendah (Cluster 0),R2: C0,3.5,0,-0.31069773040253607,1.790375809053676,-0.39276417413308934,1929.047619047619,270.06666666666666,4.516129032258064,0.24679170779861795,0,25.0,0.2857142857142857,0.6,0.7692307692307693,0.7692307692307693,3.0,12.0,0.6451612903225806,3,2.0,2304,0.4162330905306972,0.36,0.0002107180020811625
407,38,0.0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,1,0,0,-0.5070851406259848,-0.49089887232310636,Risiko Rendah (Cluster 0),R2: C0,3.0,2,3.4379872513617453,0.5269137802963819,-0.5420665749199459,2055.714285714286,215.85,4.878048780487806,0.0,2,2.727272727272727,0.6666666666666666,0.5,0.6451612903225806,0.6451612903225806,0.75,2.25,0.9677419354838709,6,4.5,1444,0.9365244536940686,0.25,2.549687825182102
409,23,1.0,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,1,3,Male,63,4,1,Laboratory Technician,1,Married,1601,3445,1,Y,Yes,21,4,3,80,2,1,2,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,1,1,0,0.18542232014558402,-3.2043497415126363,Risiko Rendah (Cluster 0),R2: C0,2.0,2,4.531520564161031,-0.9663575760428591,2.432296207791258,1455.4545454545453,800.5,5.121951219512195,1.2484394506866416,2,2.2727272727272725,1.0,0.0,0.0,0.0,0.0,0.0,1.9354838709677418,8,9.0,529,3.7460978147762742,0.0,0.8902835587929238
411,50,0.0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5,Tinggi (10000-15000),1-2 Tahun,50+,21-30 km,1,1,0,2.4543160001615267,1.7655721320050728,Risiko Rendah (Cluster 0),R2: C0,3.0,2,1.989276531263474,-2.2584428742875304,-1.5646070405583197,3408.0487804878053,607.5217391304348,5.806451612903226,0.07156147130385,2,3.1818181818181817,2.0,0.07692307692307693,0.9090909090909092,0.4132231404958678,3.0,9.0,7.741935483870967,6,36.0,2500,59.93756503642039,0.00591715976331361,1.387777540037806
412,37,0.0,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,1,0,-1.4699213481482962,-0.8220237381644783,Risiko Rendah (Cluster 0),R2: C0,3.5,0,-0.5762959121739843,-0.5748912489583844,-0.25621610146332596,2396.1290322580644,571.3846153846154,3.8709677419354835,0.0,0,27.5,1.5,0.16666666666666666,0.5882352941176471,0.5882352941176471,1.6666666666666667,6.666666666666667,0.9677419354838709,3,3.0,1369,0.9365244536940686,0.027777777777777776,0.8928217857555788
414,31,0.0,Travel_Rarely,1398,Human Resources,8,2,Medical,1,4,Female,96,4,1,Human Resources,2,Single,2109,24609,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,0,0,-0.6428203521776029,-2.2486697087260827,Risiko Rendah (Cluster 0),R2: C0,2.5,0,0.6547622555261606,-0.2403175775420494,-0.30318804349190887,1917.272727272727,234.33333333333334,5.806451612903226,0.0,0,32.5,1.0,0.0,0.6451612903225806,0.6451612903225806,0.3,0.6,2.5806451612903225,4,8.0,961,6.659729448491155,0.0,1.8685126170655568
415,49,1.0,Travel_Rarely,1184,Sales,11,3,Marketing,1,3,Female,43,3,3,Sales Executive,4,Married,7654,5860,1,Y,No,18,3,1,80,2,9,3,4,9,8,7,7,Sedang (5000-10000),> 5 Tahun,40-49,11-20 km,0,0,0,-1.2057292636175438,2.1985003943724957,Risiko Rendah (Cluster 0),R2: C0,4.0,0,-0.508767270071106,1.9966243338130358,0.11225904778168799,2469.032258064516,765.4,5.806451612903226,0.2612671456564337,0,30.0,0.375,0.7,0.8791208791208791,0.7692307692307693,4.5,18.0,2.682926829268293,3,11.0,2401,7.198096371207615,0.48999999999999994,0.028322427126710268
416,34,0.0,Travel_Frequently,135,Research & Development,19,3,Medical,1,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10,Rendah (< 5000),3-5 Tahun,30-39,11-20 km,0,0,0,-0.21765731247487718,0.6110697807178054,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-0.5795776659540772,1.4784180634836888,0.033351190468239394,2116.190476190476,277.75,4.193548387096774,0.4499437570303712,0,30.0,0.3333333333333333,0.4166666666666667,0.7207207207207208,0.9009009009009009,2.2,4.4,4.634146341463415,3,19.0,1156,21.475312314098755,0.17361111111111113,0.04131138872364329
417,41,1.0,Travel_Rarely,1102,Sales,1,2,Life Sciences,1,2,Female,94,3,2,Sales Executive,4,Single,5993,19479,8,Y,Yes,11,3,1,80,0,8,0,1,6,4,0,5,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,1,0,0,-0.41583727348512256,-0.9843711480266705,Risiko Rendah (Cluster 0),R2: C0,2.5,2,3.181816992999947,-1.46337413229009,-1.4442409811110308,2853.809523809524,665.8888888888889,3.5483870967741935,0.0,4,1.8181818181818181,2.0,0.0,0.6557377049180328,0.819672131147541,0.6666666666666666,2.6666666666666665,0.9090909090909091,6,1.5,1681,0.8264462809917354,0.0,1.190082644628099
418,34,0.0,Travel_Rarely,970,Research & Development,8,2,Medical,1,2,Female,96,3,2,Healthcare Representative,3,Single,6142,7360,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,0,0,0,-1.0671802376887047,-0.4086876853986816,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-0.221911529793214,1.7908270063725444,-0.5304209970102125,2924.7619047619046,558.3636363636364,3.5483870967741935,0.0,0,30.0,0.4,0.6666666666666666,0.19607843137254904,0.5882352941176471,1.25,3.75,2.5806451612903225,3,8.0,1156,6.659729448491155,0.4444444444444444,0.008353566886345228
419,39,0.0,Travel_Frequently,505,Research & Development,2,4,Technical Degree,1,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,8,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,0,0,0,-2.2245782330065254,6.815077027625757,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-1.247062519569778,-0.3599892524850254,2.357064353945448,3528.3870967741937,520.8571428571429,6.097560975609756,0.0,0,32.5,0.25,0.55,0.31413612565445026,0.41884816753926696,19.0,57.0,0.6451612903225806,3,2.0,1521,0.4162330905306972,0.30250000000000005,0.21204539542143597
420,32,1.0,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,1,2,Female,72,1,1,Research Scientist,1,Single,3919,4681,1,Y,Yes,22,4,2,80,0,10,5,3,10,2,6,7,Rendah (< 5000),> 5 Tahun,30-39,11-20 km,1,0,0,1.2183505033288746,1.0244902444183377,Risiko Rendah (Cluster 0),R2: C0,2.0,2,0.5039774804710329,2.800266995520983,0.3244103318118122,3562.7272727272725,356.27272727272725,5.365853658536586,0.0,2,1.8181818181818181,0.14285714285714285,0.5454545454545454,0.19801980198019803,0.6930693069306931,5.0,5.0,5.161290322580645,2,24.0,1024,26.63891779396462,0.29752066115702475,6.796647775646924
421,37,0.0,Travel_Frequently,889,Research & Development,9,3,Medical,1,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,1,1,0,0.7753219349122042,-1.2441879602661792,Risiko Rendah (Cluster 0),R2: C0,3.0,2,3.042840904265413,-0.017949451448830395,2.2091583136141626,2114.5454545454545,465.2,3.8709677419354835,1.289213579716373,3,2.5,0.5,0.2,0.48780487804878053,0.48780487804878053,2.0,8.0,4.285714285714286,6,13.5,1369,18.36734693877551,0.04000000000000001,2.112869897959183
422,30,1.0,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,1,0,0,2.5466906149063586,-1.432672836971505,Risiko Rendah (Cluster 0),R2: C0,3.0,2,2.6141900641079516,-0.7747695833386327,0.42166759630159595,1938.181818181818,266.5,3.5483870967741935,0.0,2,2.0454545454545454,1.0,0.0,0.3921568627450981,0.19607843137254904,1.0,3.0,7.096774193548387,6,33.0,900,50.36420395421436,0.0,2.5112025234131123
424,55,0.0,Travel_Rarely,452,Research & Development,1,3,Medical,1,4,Male,81,3,5,Manager,1,Single,19045,18938,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13,Sangat Tinggi (>15000),3-5 Tahun,50+,0-5 km,1,1,0,-1.886598783161841,9.180345755742309,Risiko Rendah (Cluster 0),R2: C0,2.0,2,1.2821168124342948,-4.484697523613444,0.8309658884470649,3734.3137254901962,501.1842105263158,4.516129032258064,0.0,2,2.5,1.0,0.10810810810810811,0.27700831024930744,0.3601108033240997,36.0,36.0,0.3225806451612903,6,1.5,3025,0.1040582726326743,0.011687363038714392,0.7629573191008878
425,37,0.0,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,1,0,-0.38277676029986785,-2.2786009255487096,Risiko Rendah (Cluster 0),R2: C0,3.5,0,0.5056492547560726,-1.0876953390368531,-0.17504147303655565,4254.545454545454,936.0,5.483870967741935,0.0,0,30.0,1.0,0.0,0.0,0.0,0.25,1.0,3.225806451612903,4,10.0,1369,10.405827263267428,0.0,1.3863163371488034
426,35,0.0,Travel_Rarely,619,Sales,1,3,Marketing,1,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Rendah (< 5000),> 5 Tahun,30-39,0-5 km,0,1,0,-1.8025745862312113,0.5789125665338943,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-0.28653044968128394,1.7705113597736706,-1.3620623787218546,2246.190476190476,294.8125,3.5483870967741935,0.0,0,27.5,0.2857142857142857,0.5,0.8108108108108109,0.8108108108108109,1.1,3.3,0.3225806451612903,3,1.0,1225,0.1040582726326743,0.25,0.11747203433923
427,46,0.0,Travel_Frequently,638,Research & Development,1,3,Medical,1,3,Male,40,2,3,Healthcare Representative,1,Married,10673,3142,2,Y,Yes,13,3,3,80,1,21,5,2,10,9,9,5,Tinggi (10000-15000),> 5 Tahun,40-49,0-5 km,1,1,0,-0.5076211476825424,2.68507860532846,Risiko Rendah (Cluster 0),R2: C0,1.5,2,2.8341386952670633,3.5608461533721125,-1.6367282400366148,3442.9032258064517,485.1363636363636,4.193548387096774,0.09368559115608019,3,2.0454545454545454,0.3,0.8181818181818182,0.8910891089108911,0.49504950495049505,3.3333333333333335,3.3333333333333335,0.47619047619047616,4,1.5,2116,0.22675736961451246,0.6694214876033059,6.548392376923222
429,36,0.0,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,0,0,-1.122280570307998,-2.732651839272358,Risiko Rendah (Cluster 0),R2: C0,3.5,0,-0.3008457510212155,-0.3015028710905253,-0.07461264765007745,2577.272727272727,354.375,5.365853658536586,0.3526093088857546,0,22.5,1.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.9677419354838709,3,3.0,1296,0.9365244536940686,0.0,1.05724830905307
430,24,0.0,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,1,Male,46,2,1,Laboratory Technician,4,Married,3162,10778,0,Y,No,17,3,4,80,0,6,2,2,5,2,3,4,Rendah (< 5000),3-5 Tahun,< 30,0-5 km,0,1,0,-1.4103536731436632,0.1587665987885345,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-1.559484390299271,1.208878676912069,1.8166536508088345,2874.5454545454545,451.7142857142857,5.483870967741935,0.0,0,27.5,0.25,0.5,0.3921568627450981,0.7843137254901962,5.0,20.0,1.9047619047619047,2,4.0,576,3.6281179138321993,0.25,0.03404903628117914
431,50,0.0,Travel_Rarely,1464,Research & Development,2,4,Medical,1,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,1,1,0,-0.33561523160443674,2.9561675708322674,Risiko Rendah (Cluster 0),R2: C0,2.5,2,4.324131146601247,1.3138151708882337,-2.6136083953554023,3771.9607843137255,641.2333333333333,3.5483870967741935,0.051980455348788854,3,2.5,0.625,0.7777777777777778,0.1234567901234568,0.8641975308641976,2.6666666666666665,8.0,0.9523809523809523,6,3.0,2500,0.9070294784580498,0.6049382716049383,5.179236740992695
432,32,0.0,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,Y,No,20,4,3,80,0,5,3,3,3,0,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,0,0,-1.486224541775195,-2.5329114898450342,Risiko Rendah (Cluster 0),R2: C0,2.5,0,-1.1172356033533815,0.18382329526278088,-0.12756101162470768,2120.0,388.6666666666667,4.878048780487806,0.0,0,27.5,1.0,0.0,0.0,0.6451612903225806,0.42857142857142855,0.8571428571428571,0.3225806451612903,2,1.0,1024,0.1040582726326743,0.0,1.802955905306972
433,34,0.0,Travel_Rarely,121,Research & Development,2,4,Medical,1,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,0,0,-1.68347215267296,-0.9921358274916101,Risiko Rendah (Cluster 0),R2: C0,2.0,0,-1.3787678930731213,0.33179067041277144,0.07466784559015611,3982.7272727272725,625.8571428571429,3.5483870967741935,0.0,0,25.0,0.5,0.14285714285714285,0.819672131147541,0.49180327868852464,3.0,3.0,0.6451612903225806,2,2.0,1156,0.4162330905306972,0.02040816326530612,0.8095853065471765
434,26,0.0,Travel_Rarely,652,Research & Development,7,3,Other,1,3,Male,100,4,1,Laboratory Technician,1,Single,3578,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,1,0,-0.9425851075263796,-0.13835212530619678,Risiko Rendah (Cluster 0),R2: C0,2.0,0,0.39210915770437904,-0.6632442871206066,1.2370492582906116,3252.7272727272725,397.55555555555554,3.8709677419354835,0.0,0,27.5,1.0,0.0,0.9859154929577465,0.9859154929577465,7.0,7.0,2.258064516129032,4,7.0,676,5.09885535900104,0.0,1.3206458116545265
435,33,0.0,Travel_Frequently,1141,Sales,1,3,Life Sciences,1,3,Female,42,4,2,Sales Executive,1,Married,5376,3193,2,Y,No,19,3,1,80,2,10,3,3,5,3,1,3,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,0,0,-1.2980733904785142,-1.433094431645602,Risiko Rendah (Cluster 0),R2: C0,2.0,0,0.44067436700260143,-0.14460181979381082,0.2493927551437673,2560.0,488.72727272727275,6.129032258064516,0.3719546215361726,0,20.0,1.0,0.16666666666666666,0.5882352941176471,0.5882352941176471,1.6666666666666667,1.6666666666666667,0.3225806451612903,4,1.0,1089,0.1040582726326743,0.027777777777777776,0.40247427448259915
438,38,0.0,Travel_Frequently,1391,Research & Development,10,1,Medical,1,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,1,0,0.12961092901710902,-1.794227368153448,Risiko Rendah (Cluster 0),R2: C0,2.5,0,-0.4415328558439872,-0.2856030405950822,0.8769036020890953,2440.0,671.0,5.483870967741935,0.37243947858473,0,25.0,1.0,0.0,0.47619047619047616,0.9523809523809523,2.0,6.0,4.761904761904762,3,10.0,1444,22.675736961451246,0.0,0.5987811791383221
439,37,0.0,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1,Female,94,3,1,Laboratory Technician,3,Single,3629,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,0,0,0,-0.5143181348153258,-1.9182600708263526,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-1.0411352223038306,-0.2192383863805615,-0.30414963252246335,3299.090909090909,403.22222222222223,5.806451612903226,0.0,0,20.0,1.0,0.0,0.6451612903225806,0.6451612903225806,0.6,1.8,3.5483870967741935,3,11.0,1369,12.59105098855359,0.0,0.4162330905306972
440,35,0.0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,1,1,0,0.8716152426571595,-0.6591540318079763,Risiko Rendah (Cluster 0),R2: C0,3.0,2,2.2447253283073247,-2.1498120091747004,-0.45693337375453996,2461.935483870968,693.8181818181819,3.8709677419354835,0.0,2,2.954545454545454,3.0,0.0,0.8641975308641976,0.0,1.6,4.8,5.161290322580645,6,24.0,1225,26.63891779396462,0.0,0.7941109521331946
441,32,0.0,Travel_Rarely,128,Research & Development,2,1,Technical Degree,1,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,1,0,-1.558483181355284,-1.9403312091492964,Risiko Rendah (Cluster 0),R2: C0,2.0,0,-1.374092209539247,-0.03931598621048986,0.22257329832730072,1036.1904761904761,217.6,4.193548387096774,0.0,0,30.0,2.0,0.0,0.3278688524590164,0.6557377049180328,1.2,1.2,0.6451612903225806,2,2.0,1024,0.4162330905306972,0.0,2.060613943808533
442,38,0.0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,12,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,1,0,0,-0.5248350149831413,1.208914607413023,Risiko Rendah (Cluster 0),R2: C0,2.0,2,4.696886684011998,-0.6208440214713284,-1.0522652767786875,2847.6190476190477,332.22222222222223,3.8709677419354835,0.0,2,2.0454545454545454,0.4,0.25,0.4635761589403974,0.794701986754967,2.142857142857143,2.142857142857143,0.6451612903225806,8,3.0,1444,0.4162330905306972,0.0625,2.0722066857440167
